t                        x
   3.1140622812456245e-04   1.6315084122407255e-15
   3.1200624012480246e-04   1.6421676088271297e-15
   3.1260625212504246e-04   1.6528866947317776e-15
   3.1320626412528247e-04   1.6636659788560850e-15
   3.1380627612552248e-04   1.6745057716511745e-15
   3.1440628812576249e-04   1.6854063851254170e-15
   3.1500630012600250e-04   1.6963681328520135e-15
   3.1560631212624251e-04   1.7073913299766090e-15
   3.1620632412648252e-04   1.7184762932249430e-15
   3.1680633612672253e-04   1.7296233409105375e-15
   3.1740634812696254e-04   1.7408327929424192e-15
   3.1800636012720255e-04   1.7521049708328796e-15
   3.1860637212744255e-04   1.7634401977052710e-15
   3.1920638412768251e-04   1.7748387983018383e-15
   3.1980639612792252e-04   1.7863010989915893e-15
   3.2040640812816253e-04   1.7978274277782004e-15
   3.2100642012840254e-04   1.8094181143079612e-15
   3.2160643212864254e-04   1.8210734898777553e-15
   3.2220644412888255e-04   1.8327938874430778e-15
   3.2280645612912256e-04   1.8445796416260929e-15
   3.2340646812936257e-04   1.8564310887237275e-15
   3.2400648012960258e-04   1.8683485667158020e-15
   3.2460649212984259e-04   1.8803324152732025e-15
   3.2520650413008260e-04   1.8923829757660881e-15
   3.2580651613032261e-04   1.9045005912721396e-15
   3.2640652813056262e-04   1.9166856065848425e-15
   3.2700654013080257e-04   1.9289383682218157e-15
   3.2760655213104258e-04   1.9412592244331715e-15
   3.2820656413128259e-04   1.9536485252099222e-15
   3.2880657613152260e-04   1.9661066222924197e-15
   3.2940658813176261e-04   1.9786338691788392e-15
   3.3000660013200262e-04   1.9912306211337009e-15
   3.3060661213224263e-04   2.0038972351964321e-15
   3.3120662413248263e-04   2.0166340701899678e-15
   3.3180663613272264e-04   2.0294414867293947e-15
   3.3240664813296265e-04   2.0423198472306344e-15
   3.3300666013320266e-04   2.0552695159191646e-15
   3.3360667213344267e-04   2.0682908588387851e-15
   3.3420668413368263e-04   2.0813842438604237e-15
